RepositoryName,CommitName,Authors,CommitId,ModifiedFiles,DateTime
actor-platform,test(server:sequence):fixedSequenceServiceSpec,John Doe,f70ef159504f9a40b2a7bdd520a90457e634c912,...rver/actor-tests/src/test/scala/im/actor/server/api/rpc/service/SequenceServiceSpec.scala,2016-03-11 16:25:03
zulip-mobile,fetchActionstests:Fixsomeincompletetests.,chrisbobbe,becd852c4e1487a6dd4c8d0d9532682c48a75806,src/message/__tests__/fetchActions-test.js,2020-07-28 00:33:44
open-keychain,tests:addmultiplekeyswithsignaturetestcase,Valodim,9cf800bcd8870961acc1719fc56f5e8dab21d0a3,...eychain-Test/src/test/java/org/sufficientlysecure/keychain/pgp/PgpEncryptDecryptTest.java,2015-01-02 01:50:14
status-mobile,E2etestsforaudiomessage,Serhy,3181a7dc20e08456ba5219e7ae26e20d547dd6ab,"src/status_im/ui/screens/chat/audio_message/views.cljs,test/appium/tests/__init__.py,test/appium/tests/atomic/chats/test_chats_management.py,test/appium/tests/atomic/chats/test_group_chat.py,test/appium/tests/atomic/chats/test_one_to_one.py,test/appium/views/chat_view.py",2020-09-04 15:29:39
tutanota,fixedtests,mpfau,ff43119351f11e31afd35890a778302c2210ed89,"js/ctrl/LanguageViewModel.js,js/ctrl/ViewManager.js,js/util/Formatter.js",2013-11-27 14:26:03
StreetComplete,fixtest,westnordost,a56d0f03468e8930fc64d8b060966288250cc469,...src/test/java/de/westnordost/osmagent/quests/osm/download/ElementGeometryCreatorTest.java,2016-10-03 21:50:21
boardgamegeek4android,testingtrunkcommit,ccomeaux,a005df4fed51c57bfcaccb206b8cd84e3fdd8a52,BoardGameGeek/test.txt,2010-07-15 03:43:10
Tasquid,StartedcleaningupandrefactoringtheABtestingclassestofitwit…,sbosley,02049930c9679287dd9a934a8da458cde04bf947,"astrid/src/com/todoroo/astrid/activity/TaskListActivity.java,astrid/src/com/todoroo/astrid/service/AstridDependencyInjector.java,astrid/src/com/todoroo/astrid/service/StartupService.java,astrid/src/com/todoroo/astrid/service/StatisticsConstants.java,astrid/src/com/todoroo/astrid/service/StatisticsService.java,astrid/src/com/todoroo/astrid/service/abtesting/ABChooser.java,astrid/src/com/todoroo/astrid/service/abtesting/ABOptions.java,astrid/src/com/todoroo/astrid/service/abtesting/ABTests.java,astrid/src/com/todoroo/astrid/service/abtesting/FeatureFlipper.java,astrid/src/com/todoroo/astrid/utility/AstridPreferences.java",2012-04-27 18:18:22
apg,tests:addmultiplekeyswithsignaturetestcase,Valodim,9cf800bcd8870961acc1719fc56f5e8dab21d0a3,...eychain-Test/src/test/java/org/sufficientlysecure/keychain/pgp/PgpEncryptDecryptTest.java,2015-01-02 01:50:14
espeak,autotools:supportrunningtheAndroidtestsfrom'makecheck',rhdunn,8406cd5e7a836792650340c29909b8fac293a00c,Makefile.am,2013-07-28 15:17:45
focus-android,Screengrabfile:Onlyruntestsinorg.mozilla.focus.activity.screensh…,pocmo,decf8b9517e8257031bebf4ede6859917aa3e6d1,Screengrabfile,2017-09-21 20:04:37
jami-client-android,*#39226:restoreTestsmodule,Alexandre Lision,8c5b1596c321e7efc97a53c4669e58a1e21cc7be,"Tests/AndroidManifest.xml,Tests/Tests.iml,Tests/build.xml,Tests/gen/org/sflphone/tests/BuildConfig.java,Tests/gen/org/sflphone/tests/Manifest.java,Tests/gen/org/sflphone/tests/R.java,Tests/proguard-project.txt,Tests/project.properties,Tests/src/org/sflphone/client/HomeActivityTest.java,Tests/src/org/sflphone/client/ManagerImplTest.java,tests/src/com/savoirfairelinux/sflphone/client/SFLPhoneHomeTest.java,.gitignore",2014-01-23 15:59:49
weiciyuan,test,qii,136f7eb6895a6debd48c76ac593b02fbe3305a74,res/values/theme.xml,2012-07-27 03:24:53
fwknop,[testsuite]morecodecoveragetests,mrash,d2abbd87202719734b5258d58c2635e5883a94fa,"server/config_init.c,test/tests/basic_operations.pl,test/tests/rijndael_hmac.pl",2014-10-26 02:29:49
fwknop,[testsuite]addhmac_fuzzing_access.conffile,mrash,0a82c68451b3ea6543fc1a97409212b1b8402841,test/conf/hmac_fuzzing_access.conf,2014-05-23 22:50:47
fwknop,[testsuite]ensurethefkomulti-callwrapperisexecutedundervalg…,mrash,b33a6e4c22964e681ef9aa83042e367858378a23,test/tests/rijndael_fuzzing.pl,2014-03-18 01:43:36
fwknop,[testsuite]addedRijndael/HMACcompatibilitytestsforMacOSX10.9,mrash,a6f030412f6d9866cb13c2701521e7c433c2b074,test/tests/os_compatibility.pl,2013-11-14 15:37:36
fwknop,[testsuite]don'tappendsegfaultsearchestoeverytestoutputfile,mrash,3395e5c1326d8edc013725ccc4bca18923ce5952,test/test-fwknop.pl,2013-08-04 15:25:58
openxc-android,PassBaseVehicleDataSinktests.,Christopher Peplin,131c963eebb74581aabce05e1600d9122fe48441,openxc/src/test/java/com/openxc/remote/sinks/BaseVehicleDataSinkTest.java,2012-04-25 19:32:57
uhabits,Fixfailingtests,iSoron,e29fb58922010931fa60599233456efe653c7a13,app/src/test/java/org/isoron/uhabits/receivers/ReminderControllerTest.java,2017-07-19 01:47:19
uhabits,RefactorDatabaseHelper;writetestsfordataimport,iSoron,743431ef6798a1df27bfd77818a5a76d968f81da,"app/src/androidTest/assets/habitbull.csv,app/src/androidTest/assets/loop.db,app/src/androidTest/assets/rewire.db,app/src/androidTest/assets/tickmate.db,app/src/androidTest/java/org/isoron/uhabits/unit/io/ImportTest.java,app/src/androidTest/java/org/isoron/uhabits/unit/models/HabitFixtures.java,app/src/main/java/org/isoron/uhabits/HabitsApplication.java,app/src/main/java/org/isoron/uhabits/helpers/DatabaseHelper.java,app/src/main/java/org/isoron/uhabits/io/LoopDBImporter.java,app/src/main/java/org/isoron/uhabits/tasks/ExportDBTask.java",2016-03-24 10:59:41
FastAdapter,Addunitteststructurewithfirstunittest,ylogx,3a69c76165de219b6026f46640954f7b37b43da3,"library/build.gradle,library/src/test/java/com/mikepenz/fastadapter/FastAdapterTest.java,library/src/test/resources/robolectric.properties",2016-03-18 04:30:03
gnucash-android,Fixtestfailingduetoassumingadifferentdefaultlocale,rivaldi8,2b0e03ee54d311eaff6fed5dac29ba2afff2f004,app/src/test/java/org/gnucash/android/test/unit/model/TransactionTest.java,2017-09-13 16:14:10
alertR,test,sqall01,6f958da1218b1307469eb4a038c68c7c5413e171,sensorClientLightning/version.txt,2015-05-01 14:53:40
